shipper_id,order_id,ship_date,delivery_date,shipping_fee,shipper_company,shipper_vehicle,shipper_experience_years,shipper_rating,delivery_success_rate,average_delivery_time,working_shift,join_date,shipper_name,shipper_phone,shipper_gender,shipper_age,shipper_marital_status,shipper_education,city,region,district,delivery_days
SHP00044,9525,2012-08-13,2012-08-17,2.63,Ninja Van,Van,12,5.0,95.3,50,Morning,2018-06-10,Nguyễn Thị Cường,920549207,Female,34.0,Married,Bachelor,Da Nang,Central,District #21,4
SHP00044,9527,2012-08-10,2012-08-16,2.07,Ninja Van,Van,12,5.0,95.3,50,Morning,2018-06-10,Nguyễn Thị Cường,920549207,Female,34.0,Married,Bachelor,Da Nang,Central,District #21,6
SHP00072,9528,2012-08-13,2012-08-16,1.27,Viettel Post,Truck,12,4.6,99.4,21,Morning,2023-07-02,Trần Đức Hùng,987226165,Male,51.0,Single,College,Vung Tau,West,District #33,3
SHP00030,9530,2012-08-12,2012-08-19,1.17,Viettel Post,Truck,4,4.2,96.4,63,Morning,2019-04-11,Hoàng Văn Trang,956294981,Male,46.0,Single,High School,Da Lat,West,District #33,7
SHP00022,9531,2012-08-11,2012-08-16,2.43,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,5
SHP00022,9533,2012-08-11,2012-08-15,2.63,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,4
SHP00038,9534,2012-08-08,2012-08-12,1.26,Ahamove,Motorbike,3,4.4,99.7,23,Evening,2019-10-25,Bùi Quốc Trang,961999001,Female,53.0,Single,College,Dong Hoi,Central,District #26,4
SHP00047,9535,2012-08-12,2012-08-16,0.16,Shopee Express,Motorbike,10,4.6,98.3,33,Afternoon,2022-01-09,Phạm Quốc Sơn,926716571,Male,42.0,Single,High School,Long Xuyen,West,District #35,4
SHP00023,9537,2012-08-11,2012-08-16,1.49,Shopee Express,Motorbike,6,4.6,95.9,20,Evening,2023-11-06,Bùi Văn Hà,928729869,Male,36.0,Single,College,Uong Bi,East,District #06,5
SHP00050,9538,2012-08-12,2012-08-19,2.12,GHTK,Motorbike,12,4.4,95.2,37,Morning,2019-05-27,Hoàng Gia Hùng,990945189,Female,49.0,Single,College,Tuy Hoa,Central,District #24,7
SHP00074,9540,2012-08-08,2012-08-15,1.54,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,7
SHP00015,9541,2012-08-13,2012-08-17,1.24,Viettel Post,Truck,1,4.3,98.8,42,Afternoon,2024-12-22,Bùi Văn Hùng,946414069,Female,48.0,Single,Bachelor,Son Tay,East,District #06,4
SHP00066,9543,2012-08-13,2012-08-18,2.31,Ninja Van,Van,8,4.6,99.0,59,Morning,2022-08-30,Lê Thị Phong,943623439,Female,49.0,Married,Bachelor,Hanoi,East,District #01,5
SHP00053,9544,2012-08-12,2012-08-19,1.34,GHTK,Motorbike,8,4.7,96.8,68,Evening,2018-02-20,Nguyễn Đức Bình,943102331,Female,54.0,Single,Bachelor,Da Nang,Central,District #30,7
SHP00034,9545,2012-08-11,2012-08-17,2.08,Ninja Van,Van,7,4.7,97.4,58,Evening,2018-08-28,Đặng Thị Vy,983912150,Female,47.0,Married,College,Nha Trang,Central,District #28,6
SHP00058,9547,2012-08-11,2012-08-16,0.62,GHN,Motorbike,11,4.6,98.3,37,Evening,2018-02-11,Bùi Thanh Hùng,956897812,Male,39.0,Married,College,Uong Bi,East,District #07,5
SHP00062,9548,2012-08-11,2012-08-13,0.44,Viettel Post,Truck,1,4.3,98.7,69,Morning,2025-12-16,Trần Văn Sơn,954653513,Female,47.0,Single,Bachelor,Tuy Hoa,Central,District #23,2
SHP00045,9549,2012-08-14,2012-08-21,2.92,Ahamove,Motorbike,7,4.8,95.3,42,Evening,2018-01-12,Nguyễn Thanh Giang,995279807,Male,27.0,Married,Bachelor,Son Tay,East,District #07,7
SHP00033,9550,2012-08-12,2012-08-17,0.79,J&T Express,Van,9,5.0,99.9,42,Evening,2022-02-07,Võ Gia Giang,996960250,Female,29.0,Married,High School,Viet Tri,East,District #09,5
SHP00009,9551,2012-08-12,2012-08-15,1.23,BEST Express,Truck,12,4.3,97.4,66,Evening,2022-10-06,Nguyễn Thanh Bình,909770946,Female,53.0,Married,College,Phu Ly,East,District #10,3
SHP00017,9552,2012-08-14,2012-08-16,0.39,GHN,Motorbike,11,5.0,98.1,69,Afternoon,2025-08-24,Bùi Thị Hùng,908818611,Female,51.0,Married,College,Hue,Central,District #20,2
SHP00076,9553,2012-08-11,2012-08-17,2.51,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,6
SHP00022,9554,2012-08-14,2012-08-18,1.77,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,4
SHP00058,9556,2012-08-11,2012-08-16,1.41,GHN,Motorbike,11,4.6,98.3,37,Evening,2018-02-11,Bùi Thanh Hùng,956897812,Male,39.0,Married,College,Uong Bi,East,District #07,5
SHP00043,9557,2012-08-10,2012-08-17,1.96,Ninja Van,Van,2,4.6,97.0,65,Morning,2021-02-21,Bùi Thị Trang,912757576,Female,38.0,Married,Bachelor,Soc Trang,West,District #34,7
SHP00071,9558,2012-08-11,2012-08-14,0.37,Ahamove,Motorbike,12,4.7,95.9,26,Afternoon,2023-04-22,Bùi Thị Hà,975678108,Male,34.0,Married,High School,Nha Trang,Central,District #24,3
SHP00075,9560,2012-08-13,2012-08-16,1.0,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,3
SHP00062,9561,2012-08-08,2012-08-15,2.57,Viettel Post,Truck,1,4.3,98.7,69,Morning,2025-12-16,Trần Văn Sơn,954653513,Female,47.0,Single,Bachelor,Tuy Hoa,Central,District #23,7
SHP00038,9564,2012-08-12,2012-08-16,1.25,Ahamove,Motorbike,3,4.4,99.7,23,Evening,2019-10-25,Bùi Quốc Trang,961999001,Female,53.0,Single,College,Dong Hoi,Central,District #26,4
SHP00039,9566,2012-08-14,2012-08-16,0.14,Ahamove,Motorbike,8,4.9,97.3,50,Evening,2021-08-03,Phạm Đức Giang,954844436,Female,31.0,Single,High School,Nam Dinh,East,District #08,2
SHP00005,9569,2012-08-14,2012-08-19,26.47,BEST Express,Truck,10,4.6,95.7,62,Morning,2019-12-19,Trần Minh Cường,979196342,Male,31.0,Married,College,Da Nang,Central,District #23,5
SHP00054,9570,2012-08-14,2012-08-16,0.99,BEST Express,Truck,9,4.7,97.8,56,Evening,2023-03-14,Nguyễn Quốc Phong,998883340,Female,50.0,Married,High School,Bac Giang,East,District #01,2
SHP00080,9572,2012-08-14,2012-08-18,25.67,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,4
SHP00035,9573,2012-08-10,2012-08-14,0.02,BEST Express,Truck,2,4.7,98.9,74,Morning,2020-05-03,Trần Văn Hùng,986963662,Male,54.0,Married,High School,Tam Ky,Central,District #32,4
SHP00053,9574,2012-08-13,2012-08-17,0.56,GHTK,Motorbike,8,4.7,96.8,68,Evening,2018-02-20,Nguyễn Đức Bình,943102331,Female,54.0,Single,Bachelor,Da Nang,Central,District #30,4
SHP00029,9576,2012-08-11,2012-08-14,0.12,Viettel Post,Truck,8,4.3,98.2,21,Morning,2023-03-28,Võ Quốc Hùng,938481552,Male,36.0,Single,College,Dong Hoi,Central,District #30,3
SHP00030,9578,2012-08-14,2012-08-20,1.13,Viettel Post,Truck,4,4.2,96.4,63,Morning,2019-04-11,Hoàng Văn Trang,956294981,Male,46.0,Single,High School,Da Lat,West,District #33,6
SHP00002,9579,2012-08-14,2012-08-16,26.07,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,2
SHP00020,9580,2012-08-13,2012-08-18,21.16,Ninja Van,Van,6,5.0,95.7,57,Afternoon,2025-03-30,Hoàng Đức Giang,903070385,Female,53.0,Married,High School,Phan Rang-Thap Cham,Central,District #30,5
SHP00044,9582,2012-08-12,2012-08-15,0.81,Ninja Van,Van,12,5.0,95.3,50,Morning,2018-06-10,Nguyễn Thị Cường,920549207,Female,34.0,Married,Bachelor,Da Nang,Central,District #21,3
SHP00005,9584,2012-08-10,2012-08-12,2.11,BEST Express,Truck,10,4.6,95.7,62,Morning,2019-12-19,Trần Minh Cường,979196342,Male,31.0,Married,College,Da Nang,Central,District #23,2
SHP00001,9585,2012-08-10,2012-08-12,0.96,Viettel Post,Truck,7,5.0,99.0,61,Evening,2026-03-17,Bùi Văn Long,991476209,Male,27.0,Married,Bachelor,Phan Rang-Thap Cham,Central,District #25,2
SHP00064,9586,2012-08-11,2012-08-18,2.42,J&T Express,Van,12,4.8,99.3,48,Afternoon,2018-07-24,Nguyễn Gia Quân,937230018,Male,39.0,Married,Bachelor,My Tho,West,District #33,7
SHP00074,9587,2012-08-14,2012-08-19,1.38,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,5
SHP00076,9588,2012-08-09,2012-08-15,2.53,BEST Express,Truck,10,4.7,95.1,65,Afternoon,2020-09-25,Trần Thanh Long,933140008,Male,29.0,Married,Bachelor,Ninh Binh,East,District #01,6
SHP00031,9590,2012-08-13,2012-08-18,1.84,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,5
SHP00048,9591,2012-08-09,2012-08-13,0.51,Shopee Express,Motorbike,9,4.9,98.8,46,Afternoon,2024-12-01,Nguyễn Thị Vy,946448535,Male,51.0,Married,Bachelor,Bac Lieu,West,District #39,4
SHP00034,9593,2012-08-12,2012-08-19,2.68,Ninja Van,Van,7,4.7,97.4,58,Evening,2018-08-28,Đặng Thị Vy,983912150,Female,47.0,Married,College,Nha Trang,Central,District #28,7
SHP00008,9595,2012-08-08,2012-08-10,29.97,BEST Express,Truck,5,4.7,95.9,69,Afternoon,2022-03-11,Phạm Thanh Trang,914419500,Female,34.0,Married,Bachelor,Lao Cai,East,District #16,2
SHP00051,9596,2012-08-11,2012-08-15,1.43,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,4
SHP00046,9597,2012-08-13,2012-08-19,1.38,GHTK,Motorbike,8,5.0,99.6,62,Afternoon,2023-07-07,Nguyễn Đức Cường,919341832,Male,34.0,Married,High School,Bac Ninh,East,District #03,6
SHP00017,9598,2012-08-11,2012-08-18,1.44,GHN,Motorbike,11,5.0,98.1,69,Afternoon,2025-08-24,Bùi Thị Hùng,908818611,Female,51.0,Married,College,Hue,Central,District #20,7
SHP00077,9599,2012-08-11,2012-08-13,2.04,BEST Express,Truck,9,4.7,99.4,41,Morning,2019-11-11,Trần Văn Giang,931398461,Female,38.0,Married,Bachelor,Quy Nhon,Central,District #23,2
SHP00010,9602,2012-08-12,2012-08-19,1.31,Ahamove,Motorbike,8,4.5,99.5,44,Evening,2022-08-10,Bùi Đức Bình,921691981,Male,31.0,Single,Bachelor,Tra Vinh,West,District #37,7
SHP00051,9603,2012-08-11,2012-08-18,1.3,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,7
SHP00056,9606,2012-08-13,2012-08-18,2.48,Ninja Van,Van,8,4.9,96.6,21,Morning,2023-12-09,Nguyễn Minh Long,951583055,Male,55.0,Married,High School,My Tho,West,District #35,5
SHP00068,9609,2012-08-12,2012-08-16,0.47,Ninja Van,Van,2,4.6,99.8,29,Morning,2025-10-13,Trần Quốc Long,924139334,Male,47.0,Single,College,Viet Tri,East,District #11,4
SHP00027,9611,2012-08-09,2012-08-11,1.47,Ninja Van,Van,9,4.4,96.8,34,Evening,2018-02-04,Hoàng Thị Giang,902650261,Female,47.0,Married,High School,Viet Tri,East,District #11,2
SHP00023,9612,2012-08-12,2012-08-19,1.48,Shopee Express,Motorbike,6,4.6,95.9,20,Evening,2023-11-06,Bùi Văn Hà,928729869,Male,36.0,Single,College,Uong Bi,East,District #06,7
SHP00001,9613,2012-08-10,2012-08-14,2.14,Viettel Post,Truck,7,5.0,99.0,61,Evening,2026-03-17,Bùi Văn Long,991476209,Male,27.0,Married,Bachelor,Phan Rang-Thap Cham,Central,District #25,4
SHP00031,9614,2012-08-10,2012-08-15,2.83,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,5
SHP00037,9618,2012-08-10,2012-08-13,2.78,GHN,Motorbike,9,4.3,96.7,70,Morning,2020-07-16,Phạm Quốc Dũng,936758027,Female,40.0,Single,Bachelor,Quang Ngai,Central,District #21,3
SHP00035,9619,2012-08-10,2012-08-12,1.13,BEST Express,Truck,2,4.7,98.9,74,Morning,2020-05-03,Trần Văn Hùng,986963662,Male,54.0,Married,High School,Tam Ky,Central,District #32,2
SHP00056,9620,2012-08-14,2012-08-21,0.13,Ninja Van,Van,8,4.9,96.6,21,Morning,2023-12-09,Nguyễn Minh Long,951583055,Male,55.0,Married,High School,My Tho,West,District #35,7
SHP00070,9622,2012-08-12,2012-08-16,0.62,Viettel Post,Truck,9,4.3,99.4,66,Morning,2024-10-29,Phạm Anh Cường,913921412,Female,55.0,Single,College,Tam Ky,Central,District #21,4
SHP00036,9623,2012-08-12,2012-08-17,2.79,Ninja Van,Van,3,4.7,96.5,33,Morning,2022-01-21,Phạm Gia An,974640157,Female,34.0,Single,Bachelor,Nha Trang,Central,District #29,5
SHP00058,9624,2012-08-14,2012-08-19,0.17,GHN,Motorbike,11,4.6,98.3,37,Evening,2018-02-11,Bùi Thanh Hùng,956897812,Male,39.0,Married,College,Uong Bi,East,District #07,5
SHP00025,9626,2012-08-15,2012-08-20,2.71,GHTK,Motorbike,10,4.6,98.6,25,Evening,2021-05-19,Trần Đức Cường,922791841,Male,33.0,Single,High School,Kon Tum,Central,District #25,5
SHP00074,9627,2012-08-13,2012-08-16,0.41,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,3
SHP00016,9629,2012-08-13,2012-08-20,2.94,Viettel Post,Truck,6,4.9,96.6,59,Afternoon,2020-01-05,Bùi Văn Trang,926827357,Male,55.0,Married,High School,Hue,Central,District #25,7
SHP00050,9630,2012-08-12,2012-08-18,30.12,GHTK,Motorbike,12,4.4,95.2,37,Morning,2019-05-27,Hoàng Gia Hùng,990945189,Female,49.0,Single,College,Tuy Hoa,Central,District #24,6
SHP00021,9631,2012-08-10,2012-08-15,1.73,GHN,Motorbike,12,4.3,99.7,20,Morning,2023-12-12,Lê Quốc Trang,960718218,Female,48.0,Married,Bachelor,Tuy Hoa,Central,District #32,5
SHP00018,9632,2012-08-13,2012-08-15,0.85,GHN,Motorbike,7,4.3,98.5,63,Afternoon,2020-08-27,Lê Gia Phong,902541877,Female,52.0,Single,College,Uong Bi,East,District #11,2
SHP00018,9634,2012-08-12,2012-08-16,0.31,GHN,Motorbike,7,4.3,98.5,63,Afternoon,2020-08-27,Lê Gia Phong,902541877,Female,52.0,Single,College,Uong Bi,East,District #11,4
SHP00072,9636,2012-08-11,2012-08-17,0.39,Viettel Post,Truck,12,4.6,99.4,21,Morning,2023-07-02,Trần Đức Hùng,987226165,Male,51.0,Single,College,Vung Tau,West,District #33,6
SHP00059,9637,2012-08-10,2012-08-14,1.13,J&T Express,Van,7,5.0,98.9,50,Evening,2021-05-08,Nguyễn Minh Quân,907366403,Male,55.0,Single,Bachelor,Bac Lieu,West,District #37,4
SHP00074,9638,2012-08-12,2012-08-18,2.0,Shopee Express,Motorbike,10,4.5,96.8,36,Morning,2022-05-13,Lê Minh Phong,969920920,Female,52.0,Married,High School,Hoi An,Central,District #20,6
SHP00050,9639,2012-08-14,2012-08-21,0.51,GHTK,Motorbike,12,4.4,95.2,37,Morning,2019-05-27,Hoàng Gia Hùng,990945189,Female,49.0,Single,College,Tuy Hoa,Central,District #24,7
SHP00022,9640,2012-08-13,2012-08-16,2.46,Ahamove,Motorbike,7,4.8,99.4,31,Morning,2018-06-29,Lê Thanh Nam,988804431,Male,54.0,Single,Bachelor,Cam Pha,East,District #19,3
SHP00045,9641,2012-08-13,2012-08-20,1.03,Ahamove,Motorbike,7,4.8,95.3,42,Evening,2018-01-12,Nguyễn Thanh Giang,995279807,Male,27.0,Married,Bachelor,Son Tay,East,District #07,7
SHP00049,9642,2012-08-13,2012-08-17,24.69,Ahamove,Motorbike,6,4.8,98.0,67,Afternoon,2023-04-11,Đặng Đức Dũng,944279003,Male,24.0,Married,Bachelor,Vinh Long,West,District #36,4
SHP00034,9643,2012-08-10,2012-08-17,1.8,Ninja Van,Van,7,4.7,97.4,58,Evening,2018-08-28,Đặng Thị Vy,983912150,Female,47.0,Married,College,Nha Trang,Central,District #28,7
SHP00031,9644,2012-08-11,2012-08-13,1.63,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,2
SHP00069,9645,2012-08-16,2012-08-22,2.65,GHN,Motorbike,10,4.5,98.5,31,Morning,2019-01-21,Hoàng Thị Giang,968458783,Female,34.0,Single,College,Cam Pha,East,District #02,6
SHP00056,9646,2012-08-14,2012-08-18,0.39,Ninja Van,Van,8,4.9,96.6,21,Morning,2023-12-09,Nguyễn Minh Long,951583055,Male,55.0,Married,High School,My Tho,West,District #35,4
SHP00006,9648,2012-08-13,2012-08-20,0.21,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,7
SHP00004,9650,2012-08-13,2012-08-17,2.0,Viettel Post,Truck,8,5.0,96.3,53,Evening,2025-12-22,Trần Đức Vy,971617475,Female,42.0,Married,College,Kon Tum,Central,District #27,4
SHP00061,9652,2012-08-14,2012-08-19,0.89,GHTK,Motorbike,1,4.8,95.1,74,Evening,2019-12-17,Lê Anh Quân,956517585,Male,32.0,Single,High School,Tam Ky,Central,District #26,5
SHP00023,9653,2012-08-12,2012-08-17,2.7,Shopee Express,Motorbike,6,4.6,95.9,20,Evening,2023-11-06,Bùi Văn Hà,928729869,Male,36.0,Single,College,Uong Bi,East,District #06,5
SHP00005,9655,2012-08-13,2012-08-20,2.14,BEST Express,Truck,10,4.6,95.7,62,Morning,2019-12-19,Trần Minh Cường,979196342,Male,31.0,Married,College,Da Nang,Central,District #23,7
SHP00035,9657,2012-08-10,2012-08-15,0.27,BEST Express,Truck,2,4.7,98.9,74,Morning,2020-05-03,Trần Văn Hùng,986963662,Male,54.0,Married,High School,Tam Ky,Central,District #32,5
SHP00064,9658,2012-08-16,2012-08-20,2.07,J&T Express,Van,12,4.8,99.3,48,Afternoon,2018-07-24,Nguyễn Gia Quân,937230018,Male,39.0,Married,Bachelor,My Tho,West,District #33,4
SHP00034,9660,2012-08-14,2012-08-16,2.92,Ninja Van,Van,7,4.7,97.4,58,Evening,2018-08-28,Đặng Thị Vy,983912150,Female,47.0,Married,College,Nha Trang,Central,District #28,2
SHP00013,9662,2012-08-11,2012-08-17,2.63,BEST Express,Truck,10,4.2,97.7,47,Morning,2025-10-28,Lê Anh Hà,984678290,Female,39.0,Single,College,Tam Ky,Central,District #23,6
SHP00004,9664,2012-08-10,2012-08-14,1.51,Viettel Post,Truck,8,5.0,96.3,53,Evening,2025-12-22,Trần Đức Vy,971617475,Female,42.0,Married,College,Kon Tum,Central,District #27,4
SHP00004,9666,2012-08-10,2012-08-12,1.87,Viettel Post,Truck,8,5.0,96.3,53,Evening,2025-12-22,Trần Đức Vy,971617475,Female,42.0,Married,College,Kon Tum,Central,District #27,2
SHP00079,9667,2012-08-12,2012-08-16,29.75,Shopee Express,Motorbike,11,4.5,95.9,68,Morning,2018-09-09,Đặng Thanh An,993275153,Male,46.0,Married,Bachelor,Ho Chi Minh City,West,District #35,4
SHP00018,9668,2012-08-09,2012-08-12,31.39,GHN,Motorbike,7,4.3,98.5,63,Afternoon,2020-08-27,Lê Gia Phong,902541877,Female,52.0,Single,College,Uong Bi,East,District #11,3
SHP00063,9669,2012-08-10,2012-08-17,1.72,BEST Express,Truck,8,4.6,96.2,26,Evening,2019-04-28,Nguyễn Thanh Vy,922698939,Female,38.0,Married,Bachelor,Ninh Binh,East,District #14,7
SHP00016,9670,2012-08-14,2012-08-21,18.76,Viettel Post,Truck,6,4.9,96.6,59,Afternoon,2020-01-05,Bùi Văn Trang,926827357,Male,55.0,Married,High School,Hue,Central,District #25,7
SHP00019,9672,2012-08-14,2012-08-16,2.57,GHN,Motorbike,2,4.8,96.5,39,Evening,2023-11-03,Đặng Văn Nam,991210929,Female,46.0,Single,Bachelor,Quy Nhon,Central,District #21,2
SHP00018,9674,2012-08-14,2012-08-19,1.18,GHN,Motorbike,7,4.3,98.5,63,Afternoon,2020-08-27,Lê Gia Phong,902541877,Female,52.0,Single,College,Uong Bi,East,District #11,5
SHP00053,9676,2012-08-12,2012-08-19,30.39,GHTK,Motorbike,8,4.7,96.8,68,Evening,2018-02-20,Nguyễn Đức Bình,943102331,Female,54.0,Single,Bachelor,Da Nang,Central,District #30,7
SHP00018,9678,2012-08-11,2012-08-17,0.31,GHN,Motorbike,7,4.3,98.5,63,Afternoon,2020-08-27,Lê Gia Phong,902541877,Female,52.0,Single,College,Uong Bi,East,District #11,6
SHP00006,9680,2012-08-12,2012-08-18,1.45,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,6
SHP00030,9681,2012-08-12,2012-08-15,0.42,Viettel Post,Truck,4,4.2,96.4,63,Morning,2019-04-11,Hoàng Văn Trang,956294981,Male,46.0,Single,High School,Da Lat,West,District #33,3
SHP00010,9682,2012-08-13,2012-08-19,26.37,Ahamove,Motorbike,8,4.5,99.5,44,Evening,2022-08-10,Bùi Đức Bình,921691981,Male,31.0,Single,Bachelor,Tra Vinh,West,District #37,6
SHP00031,9684,2012-08-12,2012-08-19,1.13,Viettel Post,Truck,7,4.4,96.0,47,Afternoon,2021-11-19,Lê Thanh Nam,956649092,Female,53.0,Single,Bachelor,Kon Tum,Central,District #30,7
SHP00014,9688,2012-08-11,2012-08-18,24.18,J&T Express,Van,8,4.8,96.3,71,Evening,2018-02-10,Lê Gia Vy,971290529,Male,50.0,Single,Bachelor,Phan Thiet,Central,District #32,7
SHP00058,9689,2012-08-11,2012-08-16,2.72,GHN,Motorbike,11,4.6,98.3,37,Evening,2018-02-11,Bùi Thanh Hùng,956897812,Male,39.0,Married,College,Uong Bi,East,District #07,5
SHP00046,9690,2012-08-15,2012-08-20,1.93,GHTK,Motorbike,8,5.0,99.6,62,Afternoon,2023-07-07,Nguyễn Đức Cường,919341832,Male,34.0,Married,High School,Bac Ninh,East,District #03,5
SHP00080,9691,2012-08-11,2012-08-15,2.43,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,4
SHP00002,9692,2012-08-10,2012-08-17,29.29,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,7
SHP00002,9693,2012-08-15,2012-08-22,2.14,J&T Express,Van,2,4.9,98.4,72,Afternoon,2025-01-29,Trần Anh Khánh,959297982,Male,41.0,Married,Bachelor,Phan Thiet,Central,District #29,7
SHP00006,9694,2012-08-12,2012-08-14,1.32,J&T Express,Van,9,4.7,96.0,41,Afternoon,2024-02-02,Võ Thanh Nam,951235544,Female,41.0,Married,Bachelor,Hoi An,Central,District #29,2
SHP00067,9697,2012-08-12,2012-08-15,1.28,Viettel Post,Truck,5,4.7,99.0,39,Morning,2023-09-13,Nguyễn Quốc Hà,947066875,Male,47.0,Single,Bachelor,Phu Ly,East,District #13,3
SHP00003,9698,2012-08-13,2012-08-18,26.92,GHN,Motorbike,10,4.8,95.1,53,Evening,2019-11-13,Hoàng Thị Khánh,927142576,Male,30.0,Single,High School,Long Xuyen,West,District #34,5
SHP00013,9699,2012-08-11,2012-08-13,2.77,BEST Express,Truck,10,4.2,97.7,47,Morning,2025-10-28,Lê Anh Hà,984678290,Female,39.0,Single,College,Tam Ky,Central,District #23,2
SHP00010,9700,2012-08-12,2012-08-14,1.53,Ahamove,Motorbike,8,4.5,99.5,44,Evening,2022-08-10,Bùi Đức Bình,921691981,Male,31.0,Single,Bachelor,Tra Vinh,West,District #37,2
SHP00075,9701,2012-08-14,2012-08-17,2.03,J&T Express,Van,11,4.3,96.7,52,Afternoon,2024-10-03,Phạm Anh Hùng,989436113,Female,33.0,Married,Bachelor,My Tho,West,District #38,3
SHP00063,9702,2012-08-12,2012-08-18,0.46,BEST Express,Truck,8,4.6,96.2,26,Evening,2019-04-28,Nguyễn Thanh Vy,922698939,Female,38.0,Married,Bachelor,Ninh Binh,East,District #14,6
SHP00080,9703,2012-08-14,2012-08-19,0.0,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,5
SHP00073,9705,2012-08-09,2012-08-15,0.41,GHTK,Motorbike,8,4.9,98.6,21,Morning,2023-10-28,Phạm Văn Phong,982262009,Female,51.0,Married,College,Son Tay,East,District #08,6
SHP00051,9706,2012-08-14,2012-08-17,0.04,J&T Express,Van,9,4.6,95.1,67,Afternoon,2019-02-16,Đặng Anh Hà,980366393,Female,42.0,Single,College,Viet Tri,East,District #15,3
SHP00049,9707,2012-08-15,2012-08-18,17.76,Ahamove,Motorbike,6,4.8,98.0,67,Afternoon,2023-04-11,Đặng Đức Dũng,944279003,Male,24.0,Married,Bachelor,Vinh Long,West,District #36,3
SHP00062,9708,2012-08-10,2012-08-16,23.68,Viettel Post,Truck,1,4.3,98.7,69,Morning,2025-12-16,Trần Văn Sơn,954653513,Female,47.0,Single,Bachelor,Tuy Hoa,Central,District #23,6
SHP00028,9709,2012-08-11,2012-08-15,2.98,GHTK,Motorbike,8,4.6,98.8,52,Afternoon,2023-06-05,Hoàng Đức Quân,983104398,Male,29.0,Single,College,Cam Pha,East,District #06,4
SHP00050,9710,2012-08-15,2012-08-21,2.5,GHTK,Motorbike,12,4.4,95.2,37,Morning,2019-05-27,Hoàng Gia Hùng,990945189,Female,49.0,Single,College,Tuy Hoa,Central,District #24,6
SHP00060,9711,2012-08-13,2012-08-19,1.48,GHTK,Motorbike,11,4.7,95.4,32,Afternoon,2022-11-21,Bùi Thanh Cường,904584927,Male,39.0,Married,Bachelor,Uong Bi,East,District #03,6
SHP00080,9712,2012-08-12,2012-08-19,0.14,GHN,Motorbike,11,4.6,95.3,39,Afternoon,2018-03-11,Lê Minh Khánh,944508698,Male,55.0,Single,Bachelor,Hoi An,Central,District #26,7
